type,by,post_message,picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes,likes_count_fb,comments_count_fb,comments_all,comments_base,comments_replies,shares,comment_likes,engagement,post_id,post_link
photo,post_page_54942390562,Ryken Week starts with keeping the main thing_ the main thing: Easter is forever. - PGR #rykenweek,https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/s130x130/11102614_10152672976120563_3778592831875815156_n.jpg?oh=d61221e352f8a53da600d54f4681874e&oe=559E3A45,https://www.facebook.com/wheatoncollege.il/photos/a.10151753660955563.1073741833.54942390562/10152672976120563/?type=1,facebook.com,2015-04-06T11:13:44+0000,1428318824,4/6/2015 13:13,186,187,1,1,1,0,4,0,191,54942390562_10152672977680563,https://www.facebook.com/54942390562/posts/10152672977680563
photo,post_page_54942390562,April 3 Image of the Week  Christian baptism is an act filled with symbolism. The practice of baptism by immersing under water symbolizes how our old natures are buried with Christ (going under the water)_ and how we_ like Jesus_ are raised to life again by the work he did on the cross (coming out of the water). How very appropriate during Holy Week as we look at the events that led to the crucifixion and resurrection of Jesus_ to realize that_ just as with baptism_ we are a part of this story.  Recently Raashon Daniels from the Wheaton Admission office_ attended the baptism of Wheaton student Daniela Lugo ’17. She was joined by several fellow students as she publicly proclaimed her allegiance to Jesus Christ. In the first row_ from left to right: Miracle Tolliver_ Daniela Lugo ’17_ Monica Gomez ’17. In the second row: Hannah Garringer ’18_ Ana Melendez ’16_ Jazmine Valdez ’17_ Mariah May ’17_ Sarah Gygax ’17_ J (Junnie) Moore ’17. In the third row: Ann Szeliga ’17_ Kate Penkethman ’17_ Joshua Lam’18_ Emily Warren.,https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s130x130/11079377_10152667068185563_4986294172766335265_n.jpg?oh=c9703bffb59ddd2a5afab9a2bcd66bbb&oe=55E07C17&__gda__=1436941288_a73f36516454a121b28e2f9cd9b75381,https://www.facebook.com/wheatoncollege.il/photos/a.10152510812215563.1073741840.54942390562/10152667068185563/?type=1,facebook.com,2015-04-03T22:59:15+0000,1428101955,4/4/2015 0:59,105,105,6,6,6,0,4,7,122,54942390562_10152667068840563,https://www.facebook.com/54942390562/posts/10152667068840563
photo,post_page_54942390562,Great news for Wheaton alumni! Buswell Library now offers all alumni access to ATLA Religion Database with ATLASerials. The database contains citations and full-text articles in biblical studies_ theology_ church history_ missions_ and related fields. It provides a scripture index to enable you to find articles on a specific passage in the Bible. Access to the database is free to alumni anywhere that they have internet access. A Wheaton alumni account is required. For more information and to access the database_ please visit https://library.wheaton.edu/services/alumni.,https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/q88/s130x130/11079653_10152663662840563_7570082718425210213_n.jpg?oh=47edbe3db8a76e58d3e526f9e7d2bf33&oe=55E126E2&__gda__=1436133476_d42a6818f21a182b19644f143f6757e5,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152663662840563/?type=1,facebook.com,2015-04-02T15:34:01+0000,1427988841,4/2/2015 17:34,125,128,17,17,16,1,21,8,171,54942390562_10152663885430563,https://www.facebook.com/54942390562/posts/10152663885430563
link,post_page_54942390562,Dr. Shawn E. Okpebholo_ Associate Professor in the Wheaton College Conservatory of Music_ recently released his debut album_ _Steal Away__ on Yellow Einstein Records. A collaborative project involving Wheaton alumni_ faculty and staff_ you won_t want to miss this offering which one critic calls _imaginative and impeccably done._,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAii0jYbnrIsrV7&w=130&h=130&url=https%3A%2F%2Ffbcdn-sphotos-b-a.akamaihd.net%2Fhphotos-ak-xfp1%2Fv%2Ft1.0-9%2F11026793_10152663632260563_1061006386430526405_n.jpg%3Foh%3D3502c968afd1683610baaafd79d43295%26oe%3D55723DC2%26__gda__%3D1438512551_5bb0aab021808846da6130810b59331f&cfs=1,http://www.wheaton.edu/Media-Center/News/2015/03/Wheaton-College-Conservatory-Professor-Reimagines-Negro-Spirituals-in-New-Album-Steal-Away,wheaton.edu,2015-04-02T13:01:25+0000,1427979685,4/2/2015 15:01,35,35,2,2,2,0,4,2,43,54942390562_10152663635770563,https://www.facebook.com/54942390562/posts/10152663635770563
photo,post_page_54942390562,Congratulations to all who participated in Wheaton_s Shark Tank event_ and especially to the winners_ Benjamin Temple _17_ Kelen Caldwell _17_ Michael Liu _18_ and Connor Jenkins _16!  Together they created Proxi Marketplace_ a community-based marketplace that echoes the business models of e-commerce giants Craigslist_ eBay_ and Amazon. Proxi focuses on the locality_ community_ and exclusivity of niche market college campuses. Learn more about Shark Tank at www.wheatonsharktank.com and Proxi at www.proximarketplace.com.,https://scontent.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s130x130/20875_10152662531935563_6550707474101980988_n.jpg?oh=ce33241f1f12b7f591c2f71289be828f&oe=55A55506,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152662531935563/?type=1,facebook.com,2015-04-01T23:31:00+0000,1427931060,4/2/2015 1:31,58,58,2,2,2,0,2,0,62,54942390562_10152662781720563,https://www.facebook.com/54942390562/posts/10152662781720563
photo,post_page_54942390562,Attention accepted seniors: one month from today is national day of notification. If you have any questions_ contact your Admissions Counselor. And may the Lord guide you through this important decision process.,https://scontent.xx.fbcdn.net/hphotos-xtp1/v/t1.0-9/q81/s130x130/10612988_10152824454522643_1853714226197381664_n.jpg?oh=83dbaf7f6070a599a1c98e0974a9ed39&oe=559A8DE6,https://www.facebook.com/wheatonadmissions/photos/a.421753277642.199653.99326482642/10152824454522643/?type=1,facebook.com,2015-04-01T20:40:56+0000,1427920856,4/1/2015 22:40,27,27,2,2,2,0,0,1,30,54942390562_10152662563590563,https://www.facebook.com/54942390562/posts/10152662563590563
link,post_page_54942390562,In celebration of the United Nations_ International Year of Light_ we invite you and your little ones to join us on Saturday_ April 11 in the Meyer Science Center for the Illumination Celebration_ a free afternoon of science-and light-themed family fun!,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBJ_KHvFtE2ht_q&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJjHwZRy1N2lAILyiuqZLuMq6_mDuXmRSsq2lecDHB4yQt1LxTthIqHXvI7IMJ-s29ZcB8W7HyLkZnTmyacFplWBP2L_5ScaRUQDRaoMMq620-D7SkMwsGRXd6O-Ttze2WLzP7oV5Aw1r5u95MqJ4KK&cfs=1,http://www.wheaton.edu/Media-Center/News/2015/03/Wheaton-College-to-Host-Illumination-Celebration-Science-Open-House-April-11,wheaton.edu,2015-04-01T16:32:40+0000,1427905960,4/1/2015 18:32,16,16,2,2,2,0,16,0,34,54942390562_10152662208545563,https://www.facebook.com/54942390562/posts/10152662208545563
video,post_page_54942390562,_Part of being the body of Christ is that we understand what grace is. Grace says that we are to be patient with each other. We spend time with each other. We_re preparing young men and women to know how to address that outside of Wheaton—how to be people who are able to engage with difference and conflict in a way that still says we_re doing it as men and women of God._ - Rodney Sisco on the role of the Office of Multicultural Development at Wheaton. Learn more about OMD: http://www.wheaton.edu/Feature-Stories/Office-of-Multicultural-Development,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/11000225_10152660794665563_1060228573_n.jpg?oh=b80d65aac8d541b598e4e91c96917018&oe=55995D21&__gda__=1436257048_d74cb144146f98abe4fcde7f518ac819,https://www.facebook.com/wheatoncollege.il/videos/10152660793170563/,facebook.com,2015-03-31T22:03:55+0000,1427839435,4/1/2015 0:03,109,109,9,9,9,0,28,1,147,54942390562_10152660793170563,https://www.facebook.com/54942390562/posts/10152660793170563
photo,post_page_54942390562,Get ready for #rykenweek! President Ryken takes over Wheaton_s Instagram account (www.instagram.com/wheatoncollegeil) starting Monday_ April 6.,https://scontent.xx.fbcdn.net/hphotos-frc3/v/t1.0-9/p130x130/11011252_10152660721065563_5351494344070219793_n.png?oh=639baf33c69a2c1d9dbe0e567c8b5f3b&oe=55A4128D,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152660721065563/?type=1,facebook.com,2015-03-31T21:14:14+0000,1427836454,3/31/2015 23:14,191,194,4,4,4,0,4,5,204,54942390562_10152660725990563,https://www.facebook.com/54942390562/posts/10152660725990563
link,post_page_54942390562,A group from Church of the Resurrection in Wheaton_ including Wheaton alumni Trevor McMaken _07_ Bonnie Woodley McMaken _07_ Robb Robins _07_ Meghan Anderson Robins _09 and Kevin Emmert (Grad School) _11_ created this graphic to illustrate how the different personalities of saints correspond with Myers-Briggs personality types. And the Washington Post picked it up. Are you St. Francis or perhaps St. Joan (of Arc)? Check it out!,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBmiY_4UTOF2NVb&w=130&h=130&url=http%3A%2F%2Fimg.washingtonpost.com%2Fnews%2Facts-of-faith%2Fwp-content%2Fuploads%2Fsites%2F45%2F2015%2F03%2FHW-MB-Slider.gif&cfs=1&sx=0&sy=0&sw=265&sh=265,http://www.washingtonpost.com/news/acts-of-faith/wp/2015/03/29/for-holy-week-heres-how-you-can-match-your-myers-briggs-personality-type-to-a-patron-saint/?tid=sm_fb,washingtonpost.com,2015-03-30T01:34:32+0000,1427679272,3/30/2015 3:34,153,157,17,16,16,0,98,7,274,54942390562_10152657239045563,https://www.facebook.com/54942390562/posts/10152657239045563
link,post_page_54942390562,Russian Fulbright scholar Olga Lukmanova shares about her recent work at The Marion E. Wade Center over the past six months_ how her involvement with the Wade began_ and her future projects as she heads back to Russia. Olga is the first Fulbright Scholar at Wheaton College_ and her main research focus is writing the first Russian language biography of George MacDonald.,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQC1-Y0qKcTZ3dTB&w=130&h=130&url=https%3A%2F%2Fwadecenterblog.files.wordpress.com%2F2015%2F03%2Fimg_0504.jpg&cfs=1&sx=0&sy=0&sw=2813&sh=2813,https://wadecenterblog.wordpress.com/2015/03/27/olga-lukmanova/,wadecenterblog.wordpress.com,2015-03-29T02:00:02+0000,1427594402,3/29/2015 4:00,27,27,0,0,0,0,2,0,29,54942390562_10152652624705563,https://www.facebook.com/54942390562/posts/10152652624705563
photo,post_page_54942390562,March 27 Image of the Week  Siblings Sarah Rosenthal ’17 (blue car) and Stephen Rosenthal ’15 (orange car) were photographed recently by Sarah’s roommate_ Nikki Randall ’17_ displaying an abundance of Wheaton orange and blue. Whether by chance or on purpose_ even the cars they drive help represent their alma mater. Go Thunder!,https://scontent.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s130x130/11102723_10152652695410563_6481563914538908039_n.jpg?oh=eb0e4b83b428d22d8c26a41ba33e9023&oe=559BEC16,https://www.facebook.com/wheatoncollege.il/photos/a.10152510812215563.1073741840.54942390562/10152652695410563/?type=1,facebook.com,2015-03-27T19:53:59+0000,1427486039,3/27/2015 20:53,212,212,3,3,3,0,4,15,234,54942390562_10152652696720563,https://www.facebook.com/54942390562/posts/10152652696720563
photo,post_page_54942390562,Wheaton College Admissions is hosting Wheaton Connection this weekend. Connection is your chance to visit campus_ stay in the dorms_ try our award-winning food_ visit classes and talk to current students and profs to find out what it_s really like to be a student at Wheaton. Can_t make it? Follow @WheatonAdmiss on Twitter with the hashtag #WheatonConnection! We_ll be live tweeting the two visit days. Welcome everyone coming to campus. We_re glad you_re here!,https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xft1/v/t1.0-9/s130x130/11069435_10152650301895563_3161392712373222272_n.jpg?oh=f6b3e2e45c8c6173d0d924bc7d24d38b&oe=55E253C1&__gda__=1436746370_4834513fcd8201d179e57194e0e65432,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152650301895563/?type=1,facebook.com,2015-03-26T14:56:44+0000,1427381804,3/26/2015 15:56,103,103,0,0,0,0,5,0,108,54942390562_10152650303425563,https://www.facebook.com/54942390562/posts/10152650303425563
photo,post_page_54942390562,Hey local parents! Bring your kids to SPRING BREAK STAYCATION_ featuring fun free activities for children 3 to 12 years old in various locations on Wheaton_s campus. Join us daily_ March 30 through April 2 for interactive arts and music events_ museum scavenger hunts_ performed drama from students of The Wheaton College Tolkien Society_ Easter story time_ and open gym and pool activities_ all offered at no cost. No registration is required. Children must be accompanied by their caregivers. Learn more at www.wheaton.edu/community,https://scontent.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/p130x130/10561597_10152648869400563_5960940305121480557_n.jpg?oh=c3a41d61ddcaeea5fddd20e907463676&oe=559DABC9,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152648869400563/?type=1,facebook.com,2015-03-26T01:56:02+0000,1427334962,3/26/2015 2:56,98,98,9,9,9,0,48,4,159,54942390562_10152649500655563,https://www.facebook.com/54942390562/posts/10152649500655563
photo,post_page_54942390562,You_re invited to join the Wheaton College Math and Computer Science Department on March 25-26 in the Meyer Science Center (Room 145) for this year_s Science Symposium titled _Big Data: New Power for a New World._ For more information_ visit http://www.wheaton.edu/Academics/Departments/Math-CompSci/Events/Symposium,https://scontent.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s130x130/11059925_10152648557605563_5184098826877542773_n.jpg?oh=df33a2949b00b7dbcd1a4d1a90e14f8b&oe=55E06411,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152648557605563/?type=1,facebook.com,2015-03-25T15:44:31+0000,1427298271,3/25/2015 16:44,9,10,0,0,0,0,0,0,9,54942390562_10152648560905563,https://www.facebook.com/54942390562/posts/10152648560905563
photo,post_page_54942390562,_To feed the world in 2050_ we will need a diversity of solutions. There are no silver bullets._ Rachel Trego _06 joins other Wheaton alumni working toward global food security. Read more in #wheatonmag: http://www.wheaton.edu/Media-Center/Wheaton-Magazine/Winter-2015/Feature-Articles/Feeding-the-Future,https://scontent.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s130x130/11027958_10152648403475563_5177208841756108727_n.jpg?oh=dedb8fb1f9d0998912dee821d069e4b9&oe=55D49521,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152648403475563/?type=1,facebook.com,2015-03-25T13:57:55+0000,1427291875,3/25/2015 14:57,13,13,0,0,0,0,0,0,13,54942390562_10152648403750563,https://www.facebook.com/54942390562/posts/10152648403750563
link,post_page_54942390562,Integrate faith and learning with a teaching degree in elementary or secondary education. Apply by April 1 for the M.A. in Teaching by visiting http://www.wheaton.edu/Graduate-School/Degrees/Teaching,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDiZfjd1MHHpsJt&w=130&h=130&url=http%3A%2F%2Fwww.wheaton.edu%2F%7E%2Fmedia%2FImages%2FWidget%2520Images%2FRight%2520Widget%2520Images%2FGraduate%2520School%2FGrad%2520Admissions%2FMikeHudsonDayintheLife110413309.jpg&cfs=1&sx=168&sy=0&sw=289&sh=289,http://www.wheaton.edu/Graduate-School/Degrees/Teaching,wheaton.edu,2015-03-24T16:19:57+0000,1427213997,3/24/2015 17:19,22,22,0,0,0,0,4,0,26,54942390562_10152646795540563,https://www.facebook.com/54942390562/posts/10152646795540563
link,post_page_54942390562,Wheaton has received a 4-star rating for sound fiscal management and commitment to accountability and transparency from Charity Navigator.,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQD_uhDCpMdP0MaR&w=130&h=130&url=http%3A%2F%2Fwww.charitynavigator.org%2F_gfx_%2Fpromo%2Fnew%2Flogo125x125.gif&cfs=1,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4729#.VQs5yY7F98E,charitynavigator.org,2015-03-21T21:33:00+0000,1426973580,3/21/2015 22:33,93,93,0,0,0,0,2,0,95,54942390562_10152637442720563,https://www.facebook.com/54942390562/posts/10152637442720563
photo,post_page_54942390562,March 20 Image of the Week  Wheaton has many opportunities for students to take a semester away from campus and study overseas through our Global and Experiential Learning programs (http://www.wheaton.edu/gel). Many students take advantage of a wide variety of cross-cultural experiences. Wheaton also cooperates with other organizations that provide study abroad programs.  While studying with one such partner_ Creation Care Study Program_ Mark Hiben ’15 (right) and Davis Guebert ’15 (left) had the chance to visit Key’s Summit in Fiordland National Park in New Zealand and reflect on the fact that thousands of years ago a glacier formed this beautiful valley.  Mark says that being in New Zealand_ “gave both of us the opportunity to encounter the LORD in new ways_ both by encountering the majesty of the earth_ as well as being challenged to think about how we_ as followers of Christ_ are to care for the earth.”,https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/q84/s130x130/1535023_10152639046200563_1959960409358953020_n.jpg?oh=730f97b12435afcd15d52883fb0f0852&oe=55D2FCDA,https://www.facebook.com/wheatoncollege.il/photos/a.10152510812215563.1073741840.54942390562/10152639046200563/?type=1,facebook.com,2015-03-20T16:23:07+0000,1426868587,3/20/2015 17:23,35,35,1,1,1,0,1,0,37,54942390562_10152639054720563,https://www.facebook.com/54942390562/posts/10152639054720563
photo,post_page_54942390562,#TBT Twenty years ago today_ there was a communal experience of the Holy Spirit on the campus of Wheaton College that has become known as the 1995 Wheaton revival_ one of several that occurred on college campuses or in churches at about this time. Two students_ Brandi Maguire and James Hahn_ from Howard Payne University in Texas spoke about a revival on their campus at a World Christian Fellowship (WCF) worship service. After their testimonies individual Wheaton students gave confessions of sin. Soon_ as each individual confessed_ large prayer groups formed around them. This service in the College_s Pierce Chapel continued until 6am on Monday morning. The revival continued until March 23rd. Like the Howard Payne students_ Wheaton College students traveled to other schools telling what happened. This revival was chronicled in _Accounts of a Campus Revival_ by Timothy Beougher and Lyle Dorsett. Read more about the revival from the perspective of Chaplain Stephen Kellough: http://recollections.wheaton.edu/?p=9340  This Sunday night_ the Office of Christian Outreach and World Christian Fellowship will a host time of remembrance and celebration at 7 PM in Pierce Chapel. If you_re in the area_ join us for worship_ prayer_ and testimonies of alumni who were impacted by the 1995 revival. Chappy K_ who was chaplain during that time_ will also be sharing his perspective of that significant event which impacted hundreds of Wheaton students.   Were you at the revival? How did it impact your life? We_d love to hear your story.,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xat1/v/t1.0-9/s130x130/10491065_10152637228935563_5997512832362583810_n.jpg?oh=bd7ed8b3d0d62535137b01dc9124044a&oe=55984CC0&__gda__=1439754945_90a239df2815426f711df0a5a5c00990,https://www.facebook.com/wheatoncollege.il/photos/a.76291075562.92420.54942390562/10152637228935563/?type=1,facebook.com,2015-03-19T18:59:41+0000,1426791581,3/19/2015 19:59,405,406,73,73,62,11,74,268,820,54942390562_10152637234000563,https://www.facebook.com/54942390562/posts/10152637234000563
